num,mod,duration,shape,ll_cond,colors,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,raw_global_time,t_start,t_stop,pos,fonts,size,button,RT,answer,participant,session,starting_run,left button (match/odd),right button (non-match/even),samples_per_block,psychopy version,expName,offset,audio,number_runs,radius,
1,digit,0.3,['dot'],['big_1'],black,0,0,0,0,,,2.400222063064575,2.115995168685913,2.4157721996307373,"[[0.09308607146878686, -0.003505449033487207]]",['DejaVu Sans'],[0.9],,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,1,1,1,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
1,digit,0.3,['dot'],['big_1'],black,0,2,2,2,,,3.100220203399658,2.8157169818878174,3.1170060634613037,"[[-0.09806148980495605, -0.09906630892941158]]",['DejaVu Sans'],[0.9],,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,3,3,3,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
1,digit,0.3,['dot'],['big_1'],black,0,4,4,4,,,3.800222158432007,3.517163038253784,3.816277027130127,"[[-0.15163966576152674, -0.11181509138164047]]",['DejaVu Sans'],[0.9],,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,5,5,5,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
1,digit,0.3,['dot'],['big_1'],black,0,6,6,6,,,4.500205039978027,4.216384172439575,4.51639199256897,"[[0.0762110454554367, -0.04230918867891001]]",['DejaVu Sans'],[0.9],,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,7,7,7,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
1,digit,0.3,['dot'],['big_1'],black,0,8,8,8,,,5.200211048126221,4.916370153427124,5.216341972351074,"[[0.14469548194937523, -0.11903481727566757]]",['DejaVu Sans'],[0.9],,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,9,9,9,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
1,digit,0.3,['dot'],['big_1'],black,0,10,10,10,,,5.900220155715942,5.618626117706299,5.9184980392456055,"[[-0.11850883433823081, 0.1594457307011859]]",['DejaVu Sans'],[0.9],,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,11,11,11,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
2,digit,0.3,['dot'],['big_1'],white,0,12,12,12,,,6.600218057632446,6.3184449672698975,6.618466138839722,"[[-0.02527973686096527, 0.06364719061639257]]",['DejaVu Sans'],[0.9],,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,13,13,13,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
2,digit,0.3,['dot'],['big_1'],white,0,14,14,14,,,7.300255060195923,7.018433094024658,7.318436145782471,"[[0.10187786159129178, -0.03098678248968606]]",['DejaVu Sans'],[0.9],1,7.168630123138428,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
0,pause,0.4,None,None,None,0,15,15,15,,,,,,,,,,,,N001,digit,5,"['6', '7', '8', '9']","['1', '2', '3', '4']",1,2023.2.3,harveydigits,2.1,[],8,0.75,
